,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.0,-3.011816148890548,-2.2661728923701463,-2.2217850588804806,-3.1242806415930224,-3.676328447524924,-1.4420513209538273,-2.0904263657950426,-2.9902719424708755,-0.42863652733492347,-0.31759623552493826,-1.0695605885033332,-0.6847413127982036,-0.3478248919192613,-0.7896998995366682,-0.420518059552514,-0.6840253414740873,-0.3528448893748667,0.02537602745265112,-0.3170581799182667,-0.27769609235319415,-0.9604351286341914,-0.59227047427186,-0.7163728866042014,-1.5456168177242435,-2.7498372377511457,-0.09196595953338137,-2.6773920919000336,0.014451503716072154,-2.4776355088874222,-2.486157160805493,-2.183748963180674,-3.0846573772904633,-3.729607147461501,-2.8258469665716417,-0.0008822394951288041,-2.082374987016851,-2.1307884769798915,-1.6384536669725362,-2.0884949036814837,-2.350277575919794,-2.091892423647856,-2.3477836940305568,-2.6519690999705627,-2.4886845000567215,-2.5356704024991905,0.01952438081306278
1,-4.1859656119323025,0.0,-0.5713089160024944,-0.41940186271690155,-0.51460055071589,-0.503003831494312,-1.0324795213533853,-0.3718794545643217,-0.04885446598478347,-4.344574386003555,-4.353331588631603,-5.4953387975738375,-5.228329097905721,-3.844944703218599,-4.5692934448904845,-4.3807532308405435,-5.2068210760479205,-3.8785879693773664,-4.19257711348223,-3.4584713767448534,-3.3085756950074483,-3.7653108753427005,-3.947986851856627,-4.191544706115505,-4.350163249768663,-6.0471681991056,-4.229236116838835,-5.791423167172267,-4.1947587979433,-5.007060626392447,-4.97147014260319,-5.298788848025083,-6.024940836750188,-6.670262600285109,-5.766110394514025,-4.185380023044084,-1.0017092050295373,-0.9005877998835701,-0.989792948923778,-1.1491578374007188,-2.1852225542706143,-2.188552720980005,-1.0398613477917877,-0.6773239751982129,-2.1794219739621927,-1.0381045662284143,-4.189685920846309
2,-4.004597728985946,-0.8717760918391568,0.0,-0.28272228640948577,-1.2938658800842828,-0.9244603073444553,-0.8492047188682783,-0.5460609751709697,-0.7821227243303238,-4.241064738145444,-4.081578362496402,-5.025373211032318,-4.758354346938422,-3.7914915701977323,-4.099497383561533,-3.910963906447005,-4.736846325080621,-3.8246760044985635,-4.011209230535873,-3.2083382056340493,-3.2544751829055443,-2.579060918503881,-3.4781834568971304,-3.721741267588512,-3.881104422403627,-5.577398264755407,-4.047868233892478,-6.526541861688188,-4.013390914996943,-5.924773636501303,-5.933244379168124,-6.048637226074364,-6.5306415889221485,-7.175853597761416,-6.271737075043396,-4.004012140097728,-0.846458871510057,-0.7178976210869589,-0.8071468949776001,-1.091898056690016,-2.273243405339765,-2.014858253067828,-1.4683012961760986,-1.270479631499261,-2.3788259661891216,-1.6312605236890916,-4.008318037899953
3,-3.9097673483319415,-0.5748034297271764,-0.18492169430484418,0.0,-1.0627185733784894,-0.844902457005723,-0.807197364124403,-0.386486899998301,-0.5532329296169083,-4.146234357491439,-3.986991697706926,-4.866398407758482,-4.599388708090365,-3.696904905408257,-3.9396924008693066,-3.751152186819365,-4.577880686232563,-3.7305481715670243,-3.916378849881869,-3.0475035526416874,-3.1605358971971063,-2.3882259753297386,-3.318385807835449,-3.5619436620943272,-2.6997555085193268,-5.4176066751247,-3.953037853238474,-6.433085653070757,-3.918560534342939,-5.832158559317032,-5.840629301983853,-5.100118986630214,-6.437950138295907,-7.083271901830828,-6.179119696059744,-3.9091817594437237,-0.8044515167661818,-0.6758902663430836,-0.7651395402337248,-1.0498907019461408,-2.23123605059589,-1.9728508983239528,-1.2673429369203004,-1.074141832692205,-2.3368186114452456,-1.434922724882035,-3.9134876572459483
4,-4.465901920558848,-0.3639921478393443,-0.8998832007193043,-0.8031016531390011,0.0,-0.632955670878015,-1.1815854058785715,-0.5057908881311064,-0.3882123618779443,-4.379917814826603,-4.388675017454651,-5.531371220547144,-5.264361727362249,-3.8804766792647474,-4.605495393076358,-4.4169619159618305,-5.242853705504447,-3.914119945423515,-4.472513422108776,-3.4938148055679012,-3.3439191238304957,-3.8022500574924893,-3.9841814664119557,-4.227739277103337,-4.387102431918452,-6.083396274270233,-4.509172425465381,-5.826766595995315,-4.474695106569846,-5.042426440515569,-5.006835956726311,-5.333899943389485,-6.060358337215824,-6.705570346055093,-5.801453823337073,-4.46531633167063,-0.8175046871207402,-0.7164300454061525,-0.8056351944463607,-0.9650121948042019,-2.2206301778045527,-2.2009552230411717,-0.9845546018914825,-0.493178332601696,-2.21476219258006,-0.8806940979582724,-4.469622229472855
5,-4.439678894439841,-0.33985370854073155,-0.547473819658261,-0.6185281172864919,-0.560879921415961,0.0,-1.33728500809948,-0.6766468701319818,-0.3640739225793315,-4.676148926322075,-4.5141313521691036,-6.0127636562164035,-5.745751243715817,-4.360932379371564,-5.085174964390776,-4.896709253051329,-5.724245934690487,-4.394575645530332,-4.446290395989768,-3.9744273989556365,-3.824563371160414,-4.282625709491249,-4.46394287406741,-4.707500728326288,-4.866119271979446,-6.5631613745595505,-4.4829493993463725,-6.308948031382067,-4.448472080450838,-5.5230041941006585,-5.487413710311401,-5.814765853434231,-6.970232275061893,-7.615774553794741,-6.711419231938077,-4.439093305551623,-1.298239287814553,-1.197136235878699,-1.2862932175363269,-1.4789585367904947,-2.701175366276217,-2.6815678164289056,-1.465150461560608,-0.9738962879482782,-2.695374785967794,-1.3612899576273978,-4.443399203353848
6,-3.1179980983486435,-1.1477755654586137,-0.7602542078202316,-0.8598043712247931,-1.435964212719459,-1.6189814348051863,0.0,-0.7284885805925747,-1.1262214136161914,-3.354465107508141,-3.196153316060669,-4.140324536253875,-3.873315043068978,-2.9060665237619996,-3.2147572854847186,-3.026080456192561,-3.851807021211175,-2.9392509580628303,-3.124609599898571,-2.323281976999153,-2.3690501364698116,-1.6627756157952016,-2.5931357550951293,-2.836747369148967,-1.9746281855168737,-4.692311087639404,-3.1612686032551753,-5.639149624164068,-3.1267912843596406,-5.036357470920478,-5.044873518864115,-4.216442921325959,-5.642220641972199,-6.287432650811467,-5.383291583643204,-3.1174125094604253,-1.0288864769316624,-0.8016817073146809,-0.6036648572761394,-1.2739854256787464,-2.455330774328496,-2.1969456220565586,-1.6611505670702005,-1.4529072369208658,-2.56091333517785,-1.8136827878150348,-3.1217184072626503
7,-3.711619009385119,-0.4325468877060008,-0.4019600500259589,-0.249535516669863,-0.7208012850392533,-0.9038877452913973,-0.6733377340281448,0.0,-0.4109763875957328,-3.948086018544617,-3.787855099834033,-4.732099615802106,-4.46508991613399,-3.4977683075353636,-3.806231217919766,-3.617692187157793,-4.443581894276186,-3.531411573694131,-3.7182305109350464,-3.147460650946399,-2.961210752101112,-2.2544388488804366,-3.184919026092697,-3.4284768367840788,-2.566019006594549,-5.284133833950973,-3.754889514291651,-5.48041244137381,-3.7204121953961162,-5.632574864807835,-5.6410456074746556,-4.987552950334498,-6.238366443786711,-6.883652524268567,-5.979536001550547,-3.711033420496901,-0.6789453940365038,-0.5420390400338071,-0.6312909986904132,-0.8218988713214963,-2.1188951861923018,-1.8605100339203644,-0.929616064668198,-0.7376431922916973,-2.2244777470416572,-1.0984237833218988,-3.715339318299126
8,-4.153755007061647,-0.037274303500096605,-0.5390983111318389,-0.3871912578462461,-0.5260106220376358,-0.5144139028160578,-1.0002689164827296,-0.33966884969366623,0.0,-4.3123637811329,-4.321120983760948,-5.459640068140132,-5.192630368472017,-3.8127340983479434,-4.5370828400198295,-4.348542625969888,-5.171122346614216,-3.8463773645067105,-4.160366508611574,-3.426260771874198,-3.2763650901367924,-3.733100270472045,-3.9157762469859714,-4.159334101244849,-4.317952644898008,-6.014957594234944,-4.197025511968179,-5.75921256230161,-4.162548193072644,-4.974850021521791,-4.939259537732533,-5.266578243154426,-5.992730231879532,-6.638051995414453,-5.733899789643369,-4.153169418173428,-0.9694986001588819,-0.8683771950129149,-0.9575823440531228,-1.1169472325300631,-2.1530119493999584,-2.1563421161093497,-1.007650742921132,-0.6451133703275572,-2.1472113690915373,-1.0058939613577589,-4.1574753159756535
9,-0.01922241063225121,-2.8388966334683197,-2.093234949252752,-2.048968220660483,-2.9513274419362867,-3.5033856120924343,-1.2692309601372533,-1.917609527575045,-2.8173524270486476,0.0,-0.06320924523387703,-0.7538634359679013,-0.3690397895882335,-0.09343790162819998,-0.5983142202669165,-0.16610625492632988,-0.36832381826411725,-0.0984578990838054,-0.025833912182178766,-0.3582758349060552,-0.2506683493956167,-0.7874880210910163,-0.9082214631046741,-0.8677094244423198,-1.3726697101810679,-2.3686004203384727,-0.062492915538783424,-2.4514331910122302,-0.028015596643248996,-2.2698880294185533,-2.278409681336624,-1.9578537080017278,-2.876916394657618,-3.5217928242259453,-2.6180933802804565,-0.018636821744033066,-1.9094224334946228,-1.9580154158531669,-1.465633306155963,-1.9155423501592554,-2.1773304683766175,-1.9189453161046803,-2.1748311405083283,-2.4790495845483345,-2.3157373925135465,-2.362723294956014,-0.022942719546258372
