,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.0,-3.069976282291727,-3.114166412082861,-2.2314038909524094,-3.128106859768504,-4.125411760921855,-1.4504983492685182,-2.0998667185890696,-3.04832198756289,-0.4304474071777807,-0.31949087867853987,-1.0748287270269843,-0.6883585701184456,-0.34872482384275033,-0.7882581032324114,-0.42018898986015757,-0.6876113374077343,-0.3541257716767311,0.025552249865515932,-0.3115899442339537,-0.2729180293816182,-0.9634085740112636,-0.5868492218772651,-0.7172705726187496,-1.556210908535127,-2.768152915405214,-0.09260461203014472,-3.037853400160707,0.01455186138077039,-2.541004833659898,-2.5467952180713835,-2.197569761081174,-3.13818873767225,-3.7871522335437025,-2.875015610762846,-0.0008883661582891022,-2.0865549967876214,-2.133821896769022,-1.6456745913494426,-2.097863415925458,-2.3640145052810433,-2.1044252640813235,-2.3599424352012335,-2.7128780822209744,-2.505200401807037,-2.5970161147304713,0.019659966790934787
1,-4.2445403468718,0.0,-0.570142016325089,-0.4194800140428566,-0.5117352795512002,-0.5001009897738266,-1.0352050811045392,-0.37307887394994993,-0.04904395750069171,-4.374665935457956,-4.383203278997678,-5.573776853009419,-5.3033615488241646,-3.856618687682954,-4.612041583767967,-4.42830362393926,-5.28182444442574,-3.8918056160448398,-4.25119776162694,-3.482402830620968,-3.3215012808682576,-3.811047375050892,-3.9852386150800245,-4.228672309831831,-4.403412307876575,-6.130523254236844,-4.288111341395747,-5.715047804039484,-4.253394596674549,-5.041038421274295,-5.005571133198717,-5.3364871824199165,-6.82358453177443,-7.472600524988003,-6.560743889776199,-4.2439506913940885,-1.002730468941316,-0.9057405699209068,-0.9954470695627362,-1.1556157170019161,-2.1943933807094074,-2.1991567297794274,-1.0457504191058182,-0.6820143058552575,-2.187921106062142,-1.0437708026817551,-4.248286491264385
2,-4.228769035902449,-0.8699910470638957,0.0,-0.28439443057527425,-1.291300169779735,-0.930236029862543,-0.8528514943508907,-0.5493731856547084,-0.7834458944678494,-4.46720056257159,-4.472516709155548,-5.203853236106224,-4.933256464258806,-3.917575475915426,-4.241717801391053,-4.057756063600174,-4.911719359860382,-3.952762404277304,-4.235426450657579,-3.341730981635894,-3.3824578003406733,-2.6482141104325936,-3.6146548038667867,-3.8580571838250424,-2.893395250576459,-5.760599085404718,-4.2723400304263865,-6.7253385604363976,-4.237623285705189,-6.221916377413965,-6.22807951517839,-6.322143916015515,-6.8210381223170975,-7.469958759022827,-6.5579722178828765,-4.228179380424729,-0.8470277682418549,-0.7212206942625798,-0.8108893920304132,-1.0894666368757369,-2.274953557778263,-2.0153643165785433,-1.4749273600758857,-1.2781941040584484,-2.3781283435751286,-1.6399454020644364,-4.232515180295025
3,-4.096520408815437,-0.6404627362358011,-0.18520847431156198,0.0,-1.0617780116626458,-0.8480325183082573,-0.8102317812132074,-0.38862743827127727,-0.5547181293764163,-4.334951935484579,-4.340270912628177,-5.071603278181943,-4.801003721722428,-3.785356493925414,-4.109864672399471,-3.9259318330388733,-4.779466617324004,-3.820543422287301,-4.103177823570577,-3.209588621530972,-3.2503022347359165,-2.386298639986916,-3.4830617037115195,-3.726495398463334,-2.6934206782551944,-5.62834634286834,-4.140091403339375,-6.581883384936369,-4.105374658618187,-6.076797178915265,-6.082964537928245,-6.178599754103915,-6.675860942179246,-7.32470949275795,-6.412902470154631,-4.095930753337718,-0.8044080551041717,-0.6786009811248882,-0.7682696788927299,-1.0468469237380538,-2.2323338446405714,-1.9727446034408518,-1.274455303046861,-1.0814252221085683,-2.3355086304374453,-1.4431784950959332,-4.100266553208022
4,-4.591768909596315,-0.3519598617742241,-0.8830444584675254,-0.7902015654232315,0.0,-0.6198069063680589,-1.1856254978634957,-0.49662773378107805,-0.376070309941316,-4.412894393533019,-4.421431737072742,-5.612018434141925,-5.3414216622945085,-3.8947450362057627,-4.649882999426755,-4.465921261635876,-5.319884557896085,-3.9299319645676416,-4.598426324351444,-3.5206488580109747,-3.3596907770162647,-3.848678329711527,-4.02279186037322,-4.266225555125027,-4.441653337080159,-6.168764283440419,-4.6353399041202525,-5.751990855165759,-4.6006231593990545,-5.079202287131119,-5.04373499905554,-5.374630180064776,-7.171118337065349,-7.820068212364818,-6.908159865040734,-4.591179254118594,-0.8135006050921055,-0.7165107060716962,-0.8061794038395379,-0.9663777923703161,-2.2326343169055325,-2.2130929123644782,-0.9883762306271888,-0.4927513903362149,-2.2261620422582755,-0.8853820564026557,-4.59551505398889
5,-5.813061691953029,-0.3317184345095248,-0.5440530132783484,-0.5528314626588238,-0.5616633309005139,0.0,-1.3362597956106157,-0.6742603990000714,-0.35582888267660845,-6.051498233878719,-6.056816710903764,-6.095447380950213,-5.825032076764957,-5.50210130399335,-5.133751967598717,-4.9499741518800455,-5.803494972366534,-5.537288232355237,-5.819719106708169,-4.004534067520611,-4.966928089021201,-4.332717902991677,-4.5069267651848,-4.75033479373145,-5.2711547884231695,-6.65222376739528,-5.856632686476968,-8.29971007502275,-5.82191594175577,-7.7909204383810176,-7.797087797394005,-5.858024954189376,-8.389873814030638,-9.038833160319902,-8.1270331720324,-5.812472036475309,-1.2972359046635966,-1.1992318920991423,-1.2889237952029382,-1.4855610690327894,-2.71608467438815,-2.6965887411934863,-1.4722601636082735,-0.9765655538720628,-2.709594975989328,-1.368907165173368,-5.816807836345605
6,-3.2859476900949343,-1.1492479131208264,-0.7603310137726643,-0.8622682904302295,-1.4331656555722085,-1.6176339702139517,0.0,-0.7302941786180518,-1.1276076156843464,-3.5243792167640757,-3.529674720338016,-4.2555626572995084,-3.9849780025715456,-2.974871656851721,-3.2989090941733608,-3.114993085236118,-3.9634408981731215,-3.0100709999202833,-3.292605104850073,-2.3989842679965574,-2.43958852335889,-1.6557982343525095,-2.671266102397145,-2.9147052823894772,-1.961129551495318,-4.817896509939154,-3.3295186846188725,-5.778774248140507,-3.294801939897675,-5.276809674411596,-5.2829256156636415,-5.375716506046611,-5.875298741969329,-6.524154348453426,-5.61208705755315,-3.285358034617214,-1.0279049427874227,-0.9020978688081394,-0.6036260732867118,-1.2703443117928552,-2.4558134930916746,-2.196301589343274,-1.6684281009475066,-1.4591127943099962,-2.5589432547714823,-1.8208640923159765,-3.2896938344875104
7,-3.8827262955205817,-0.4322896246256016,-0.4020599318604741,-0.25073754053047026,-0.7162006160765398,-0.900619315160747,-0.6755091478120127,0.0,-0.4106603463362882,-4.121157822189724,-4.1264739687736895,-5.227341326096346,-4.956744554248922,-3.571528620084192,-4.265586799985685,-4.0816250621947985,-4.935207449850497,-3.6067155484460702,-3.8893837102757205,-3.1359717499653956,-3.0364109445094396,-2.2512661313622244,-3.6381054693639,-3.8815391641157153,-2.558464292742231,-5.784087175394832,-3.9262972900445288,-6.369407762523869,-3.8915805453233223,-5.864412111949897,-5.870575249714322,-5.9661898417018175,-6.46348507014995,-7.112451191705092,-6.200467952418808,-3.882136640042862,-0.6695858752247875,-0.5437788012455042,-0.6334407498114533,-0.8254256211747452,-2.0975116647611873,-1.8379224235614677,-0.9338355167709503,-0.7423075532409792,-2.2004690191383105,-1.104064050067477,-3.8864724399131583
8,-4.212479128067053,-0.03744213586934762,-0.5380807975203413,-0.3874187952381089,-0.5220054963128166,-0.5103712065354347,-1.0031438622997917,-0.34101765514520227,0.0,-4.3426532767400285,-4.35119062027975,-5.541764194291499,-5.271348890106244,-3.8246060289650257,-4.580028925050039,-4.396290965221332,-5.249811785707821,-3.8597929573269116,-4.219136542822192,-3.4503901719030403,-3.28948862215033,-3.7790347163329634,-3.9532259563620964,-4.196659651113903,-4.371399649158648,-6.098510595518916,-4.256050122590991,-5.683035145321556,-4.221333377869794,-5.009025762556368,-4.973558474480789,-5.304474523701988,-6.791523312969682,-7.440539306183256,-6.528682670971444,-4.211889472589332,-0.9706692501365599,-0.8736793511161591,-0.9633858507579884,-1.1235544981971683,-2.1623807219914792,-2.16709551097468,-1.0136892003010625,-0.6499530870505015,-2.1559084473442143,-1.0117095838770074,-4.21622527245963
9,-0.01869196027369469,-2.8970186401776674,-2.9438111742302504,-2.0582363397801418,-2.954952255272531,-3.955097741934211,-1.277326766022535,-1.9266958030295642,-2.8753643454488302,0.0,-0.06815943986981524,-0.7568393373477783,-0.37040681717674684,-0.09739598267502629,-0.598906741568926,-0.16886014869243354,-0.36965958446603564,-0.10279433286800639,-0.025349375028825137,-0.35505206580160975,-0.2457477332491743,-0.7902527009765316,-0.909528424734114,-0.8669470987832937,-1.3830614275921975,-2.3853631853968036,-0.062262954797632795,-2.2349584655084977,-0.027546210076435214,-2.2436722409496657,-2.249462625361151,-1.8580857625913831,-2.8409014043332186,-3.489842642605169,-2.5776674242595026,-0.018102304795974362,-1.913403749993115,-1.9606706499745157,-1.4725013770498898,-1.9247121691309603,-2.190865024338114,-1.9312757831383942,-2.186791188406735,-2.5399119855626773,-2.3320509208640994,-2.4239072879348385,-0.022438104666270817
